SITENO,MNTH,DTR,TXx8110,TNx8110,TXn8110,TNn8110,TXx9120,TNx9120,TXn9120,TNn9120
02138500,1,11.16526393,22.42,10.02,-13.8,-28.72,22.42,10.02,-9.39,-22.48
02138500,2,11.80557522,22.5,9.32,-9.87,-21.84,23.67,13.28,-12.29,-21.84
02138500,3,12.59922287,27.1,12.86,-4.1,-15.52,28.21,12.58,-4.1,-15.52
02138500,4,13.36746212,30.08,14.33,-0.23,-8.1,30.08,16.13,0.11,-8.1
02138500,5,12.52747067,31.16,17.71,6.12,-2.56,31.64,17.88,6.12,-1.51
02138500,6,11.6417197,32.3,18.99,12.71,3.86,34.35,19.11,12.71,4.41
02138500,7,11.13381965,33.14,20.22,16.31,7.51,34.16,20.21,16.31,8.73
02138500,8,10.93062317,34.37,20.07,17.26,4.42,33.48,20.07,18.85,7.15
02138500,9,11.27867424,30.52,18.4,12.55,0.4,30.96,19.11,12.55,0.8
02138500,10,12.40146628,27.82,16.03,3.72,-5.38,30.98,18.9,1.92,-5.87
02138500,11,12.3655,25.35,15.76,-1.75,-10.79,25.35,15.76,-2.43,-11.72
02138500,12,11.1668805,22.34,12.67,-13.96,-22.7,22.34,13.07,-6.93,-16.96
02140991,1,11.42737537,23.6,10.67,-12.07,-26.92,23.6,10.67,-8.35,-21.31
02140991,2,12.15562349,23.59,9.98,-9.01,-21.06,24.03,13.6,-10.79,-21.06
02140991,3,13.01154692,27.86,14.02,-3.46,-14.84,28.76,13.25,-3.46,-14.84
02140991,4,13.80572727,30.93,15.11,1.2,-6.8,30.93,16.57,1.84,-6.66
02140991,5,12.99470674,32.44,18.41,6.96,-1.99,32.84,18.41,6.96,-0.59
02140991,6,12.13093182,33.62,19.76,13.79,4.42,35.52,19.96,13.79,5.19
02140991,7,11.5963783,34.6,21.3,16.74,7.68,35.05,21.07,16.74,9.51
02140991,8,11.39246334,35.93,20.72,18.45,4.93,34.76,20.72,19.07,7.35
02140991,9,11.71877273,31.53,18.89,13.02,0.76,32.33,19.77,13.02,1.47
02140991,10,12.89871701,28.8,16.8,5.74,-4.65,32.04,19.78,3.47,-5.07
02140991,11,12.77068939,26.61,16.55,-0.67,-10.41,26.61,16.55,-1.4,-10.78
02140991,12,11.45648094,23.32,12.98,-12.37,-21.39,23.32,13.83,-5.33,-15.64
02143000,1,12.03533724,24.89,13.25,-6.3,-22.82,24.89,13.25,-5.5,-17.5
02143000,2,12.89757844,26.25,12.6,-5.69,-17.61,26.32,14.25,-5.69,-17.61
02143000,3,13.75145161,29.34,16.02,-0.83,-13.24,30,14.8,-0.83,-13.24
02143000,4,14.47537121,32.41,16.9,4.86,-4.6,32.07,18.95,7.53,-4.6
02143000,5,13.52854839,34.74,20.51,8.4,-1.31,34.85,20.51,8.4,0.73
02143000,6,12.66843182,36.65,21.52,16.01,5.66,37.62,21.23,15.19,7.5
02143000,7,12.18178152,37.58,23.6,18.02,10.01,38.1,23.6,18.02,11.54
02143000,8,11.81571114,39.07,22.5,20.37,7.44,38.65,22.5,19.81,9.61
02143000,9,12.14734091,34.25,20.98,14.66,2.66,34.97,21.83,14.66,2.87
02143000,10,13.53725806,31.66,18.74,9.38,-3.51,35.07,21.28,7.56,-3.51
02143000,11,13.48353788,28.36,17.89,3.81,-8.38,28.36,17.89,1.88,-9.57
02143000,12,12.02481672,24.61,15.94,-7.53,-18.03,24.61,15.94,-1.28,-12.73
02143040,1,11.83453079,23.9,13.04,-7.07,-23.77,23.9,13.04,-5.88,-18.12
02143040,2,12.65134352,25.22,12.35,-6.29,-17.9,25.37,14,-6.29,-17.9
02143040,3,13.48821848,28.57,15.17,-1.63,-13.95,29.55,14.63,-1.63,-13.95
02143040,4,14.17584848,31.58,16.31,4.39,-5.46,31.47,18.81,6.94,-5.46
02143040,5,13.2013563,33.88,20.1,7.7,-1.79,34.04,20.27,7.7,0.24
02143040,6,12.35321212,35.72,20.71,15.32,5.23,36.81,20.67,14.84,6.95
02143040,7,11.89894428,36.86,23.23,17.73,9.9,37.45,23.23,17.73,11.11
02143040,8,11.52107038,38.17,22.22,19.56,7.17,38.06,22.22,19.59,9.54
02143040,9,11.87599242,33.36,20.57,14.16,2.41,34.62,21.49,14.16,2.68
02143040,10,13.21478006,30.92,18.43,8.16,-4.14,34.74,20.71,6.6,-4.14
02143040,11,13.1875,27.76,17.29,3.71,-9.33,27.76,17.29,1.29,-10.2
02143040,12,11.7889846,23.94,16.08,-8.5,-18.95,23.94,16.08,-1.99,-13.3
02143500,1,12.10496334,25.42,14.36,-4.73,-21.6,25.42,14.36,-4.73,-16.23
02143500,2,12.99833467,26.96,14.04,-4.61,-15.99,27,14.78,-4.61,-15.99
02143500,3,13.86041789,29.57,16.4,-0.23,-12.59,30.25,15.9,-0.23,-12.59
02143500,4,14.52315909,32.28,17.77,6.38,-4.2,32.08,19.7,7.56,-4.2
02143500,5,13.45062317,34.88,21.42,8.58,-0.81,34.88,21.42,8.58,1.34
02143500,6,12.58168182,37.16,22.03,16.89,5.88,38.33,21.95,15.46,8.45
02143500,7,12.12357038,38.68,24.21,18.45,11.05,38.96,24.21,18.45,11.9
02143500,8,11.74642962,39.89,23.42,20.32,8.57,39.46,23.42,19.86,10.89
02143500,9,12.11268182,34.9,21.93,14.43,3.19,36.02,22.3,14.43,3.78
02143500,10,13.57075513,32.6,19.66,9.8,-3.4,36.16,21.73,9.11,-3.4
02143500,11,13.56873485,28.53,18.12,4.15,-8.55,28.53,18.48,3.24,-9.54
02143500,12,12.08533724,25.63,17.53,-6.02,-17.2,25.63,17.53,-0.25,-12.53
02149000,1,12.37337977,25.11,12.39,-8.5,-24.16,25.11,12.39,-3.87,-18.85
02149000,2,13.24262269,26.12,11.79,-5.41,-18.29,26.12,14.29,-6.57,-18.29
02149000,3,14.13596041,29.7,15.59,0.22,-12.54,30.06,15.34,0.22,-12.54
02149000,4,15.01349242,32.57,15.88,3.53,-5.05,31.92,17.89,5.68,-5.04
02149000,5,14.09424487,34.27,19.25,7.49,-1.71,34.71,19.68,7.49,-0.1
02149000,6,13.1950303,35.88,20.85,15.11,4.66,37.24,20.77,15.11,6.07
02149000,7,12.67881232,36.98,22.04,17.66,9.43,37.87,22.22,17.66,10.18
02149000,8,12.30998534,37.81,21.61,19.32,6.98,37.66,21.73,20.48,8.43
02149000,9,12.65674242,33.71,20.03,14.81,1.75,34.49,21.58,14.81,1.86
02149000,10,14.00666422,30.94,18.05,8.86,-3.63,33.97,20.65,8.16,-3.78
02149000,11,13.93350758,28.18,17.74,3.28,-9.59,28.18,17.74,0.87,-10.14
02149000,12,12.34621334,24.97,15.32,-8.61,-19.48,24.97,15.32,-2.45,-13.1
02152100,1,12.23821114,24.44,12.93,-6.75,-23.35,24.44,12.93,-5.2,-17.97
02152100,2,13.09182623,25.8,12.49,-5.69,-17.61,26.09,14.12,-5.76,-17.61
02152100,3,13.97856305,28.79,15.51,-0.43,-13.23,29.72,14.79,-0.43,-13.23
02152100,4,14.72298485,32.29,16.26,4.86,-5.22,31.66,18.79,7.45,-5.22
02152100,5,13.73435484,34.42,19.91,7.98,-1.64,34.7,20.32,7.98,0.1
02152100,6,12.86902273,36.35,21.12,15.54,5.22,37.32,20.73,15.36,6.81
02152100,7,12.40206745,37.57,23.12,18,10.07,38.09,23.12,18,10.89
02152100,8,12.00422287,38.61,22.06,19.89,7.43,38.61,22.06,19.93,9.1
02152100,9,12.36666667,33.79,20.26,14.44,2.33,35.03,21.73,14.44,2.33
02152100,10,13.75656891,31.59,18.22,9.03,-3.98,34.9,20.91,7.37,-3.98
02152100,11,13.70826515,28.27,17.59,3.94,-9.45,28.27,17.59,1.38,-10.25
02152100,12,12.1996261,24.52,16.14,-7.84,-18.7,24.52,16.14,-1.84,-13.24
02156500,1,12.20439883,25.15,14,-5.89,-22.04,25.15,14,-3.34,-16.33
02156500,2,13.0643926,26.01,12.57,-4.33,-16.23,26.01,15.03,-4.33,-16.23
02156500,3,13.96508798,29.31,15.67,0.08,-12.36,29.54,15.64,0.08,-12.36
02156500,4,14.65287879,32.5,16.58,6.65,-4.94,31.45,18.39,7.48,-4.94
02156500,5,13.54539589,34.37,20.38,8.06,-0.61,34.37,20.68,8.06,1.69
02156500,6,12.59658333,36.32,21.2,16.73,5.72,38.2,21.51,16.44,8.08
02156500,7,12.09457478,37.81,23.29,19.1,11.11,38.84,23.29,19.1,11.94
02156500,8,11.71611437,39.08,22.57,19.52,10.05,38.49,22.57,20.08,10.95
02156500,9,12.09873485,34.43,20.92,15.14,3.08,35.03,21.7,15.55,3.83
02156500,10,13.50961144,31.92,19.14,9.75,-3.42,35.23,21.19,9.73,-3.42
02156500,11,13.5564697,27.79,17.99,4.63,-8.86,27.79,18.19,3.02,-9.6
02156500,12,12.13156891,24.86,16.8,-5.85,-17.61,24.86,16.8,-0.66,-12.34
02165000,1,12.24689883,25.72,14.84,-3.93,-20.29,25.72,14.84,-2.6,-14.76
02165000,2,13.10435237,26.57,13.29,-1.72,-14.01,26.57,15.78,-1.72,-14.01
02165000,3,14.03294721,30.41,16.22,1.27,-11.01,30.41,16.86,1.27,-11.01
02165000,4,14.63516667,33.76,17.48,7.4,-3.76,32.26,19.17,7.4,-3.67
02165000,5,13.46027859,34.38,20.95,8.4,-0.09,35.2,21.47,8.4,2.86
02165000,6,12.51419697,37.06,22.47,18.06,6.89,39.49,23.64,17.58,9.05
02165000,7,12.07027126,39.03,24.22,20.63,13.05,40.53,24.22,20.63,13.76
02165000,8,11.62593109,39.83,23.9,19.57,12.31,39.34,23.9,20,12.31
02165000,9,12.01236364,35.7,21.68,15.33,4.1,36.25,22.76,16.51,5.26
02165000,10,13.39243402,33.03,20.51,9.61,-2.43,36.43,21.78,10.32,-2.38
02165000,11,13.44270455,27.88,18.78,5.09,-7.28,28.08,19.38,4.74,-8.52
02165000,12,12.08568915,25.57,17.9,-3.82,-16.13,25.57,17.9,1.09,-10.91
02177000,1,11.62091642,23.03,13.15,-7.37,-25.45,23.03,13.15,-5.82,-18.48
02177000,2,12.36877715,23.63,11.41,-5.43,-18.46,23.63,14.2,-6.49,-18.46
02177000,3,13.41494868,27.64,13.5,-0.91,-14.35,28.41,13.58,-0.91,-14.35
02177000,4,14.16625758,30.19,15.3,2.31,-7.51,30.19,16.06,5.11,-6.52
02177000,5,13.13182551,32.48,18.65,6.24,-1.02,32.48,18.65,6.24,-0.26
02177000,6,12.10488636,33.04,19.57,15.63,3.28,35.87,19.74,15.63,5.29
02177000,7,11.47490469,34.9,21.1,18.67,8.8,36.1,20.76,18.25,10.12
02177000,8,11.2130132,35.62,20.88,16.83,9.4,34.01,20.88,18.91,9.4
02177000,9,11.50899242,31.71,19.58,14.64,1.31,32.39,19.71,15.39,2.3
02177000,10,12.73853372,28.32,17.54,4.94,-5.43,31.59,19.62,5.44,-5.43
02177000,11,12.68270455,26.27,16.46,2.92,-10.3,26.27,16.46,0.41,-10.42
02177000,12,11.30938416,22.12,15.92,-8.82,-19.9,22.12,15.92,-3.81,-13.71
02178400,1,11.26155425,21.6,12.72,-11.6,-27.78,21.6,12.72,-8.56,-20.66
02178400,2,11.97470636,23.04,11.45,-9.18,-20.31,23.04,13.29,-9.18,-20.31
02178400,3,12.89956745,25.86,13.01,-5.79,-16.77,27.43,13.24,-5.79,-16.77
02178400,4,13.53737121,28.85,15.43,-0.69,-8.95,28.54,15.7,2.5,-7.84
02178400,5,12.53111437,31.1,18.05,5.54,-1.61,31.1,18.05,5.54,-1.61
02178400,6,11.52404545,32.14,19.51,14.33,1.01,34.64,19.51,14.33,3.7
02178400,7,10.9165176,33.5,20.43,17.37,7.84,34.58,20.43,18.03,9.02
02178400,8,10.7865176,33.43,20.4,15.76,7.63,32.36,20.4,17.87,7.63
02178400,9,11.16913636,30.52,18.89,12.42,-0.3,31.26,18.89,13.37,-0.06
02178400,10,12.43780059,27.11,16.75,2.96,-6.92,29.96,18.79,2.96,-6.92
02178400,11,12.33448485,26.23,16.16,0.66,-10.7,26.23,16.16,-1.72,-11.12
02178400,12,10.98646628,20.96,15.03,-12.14,-22.01,20.96,15.03,-6.78,-15.7
02192000,1,11.77334311,25.39,15.88,-5.02,-20.48,25.39,15.88,-1.84,-14.41
02192000,2,12.63628319,25.69,13.22,-1.85,-14.34,26.51,15.89,-2.64,-14.34
02192000,3,13.67710411,30.48,15.77,1.49,-9.86,30.48,16.17,1.49,-9.86
02192000,4,14.2955,33.64,17.91,7.9,-3.3,31.67,18.78,7.9,-3.3
02192000,5,13.31079912,33.43,21.1,10.22,1.75,34.82,21.43,10.22,3.19
02192000,6,12.27028788,36.92,22.94,17.72,7.33,40.46,23.33,17.72,8.88
02192000,7,11.80527859,39.05,23.91,21.75,13.62,40.64,23.66,22.3,13.62
02192000,8,11.44256598,39.96,23.85,18.61,13.07,38.33,23.85,19.48,13.07
02192000,9,11.85315152,35.16,21.85,15.79,5.03,36.11,22.45,16.45,6.18
02192000,10,13.02782258,32.18,20.35,9.08,-2.41,36.4,21.88,9.08,-2.41
02192000,11,13.04901515,27.6,19.22,4.91,-8.17,27.77,19.22,3.32,-8.17
02192000,12,11.59630865,25.01,18.91,-4.6,-16.75,24.97,18.91,-0.46,-10.36
02193340,1,12.12784457,25.93,16.32,-4.58,-19.91,25.93,16.32,-1.72,-13.1
02193340,2,13.05679807,26.84,13.84,-1.48,-13.63,27.34,16.85,-1.61,-13.63
02193340,3,14.05446481,30.73,16.17,2.4,-8.8,30.81,17.35,2.4,-8.8
02193340,4,14.54685606,33.79,17.97,8.93,-2.88,32.39,19.04,8.2,-2.88
02193340,5,13.68617302,34.42,21.29,10.85,2.32,36.1,21.77,10.85,3.43
02193340,6,12.54756818,38.37,23.14,19.31,7.33,42.05,23.38,19.31,9.8
02193340,7,12.09945748,39.84,24.27,21.94,13.37,42.14,24.26,22.52,13.37
02193340,8,11.71528592,40.78,24.02,18.94,12.54,39.48,24.02,20.26,12.54
02193340,9,12.26152273,36.44,22.33,15.42,5.9,36.44,22.94,15.84,6.27
02193340,10,13.41119501,33.07,20.54,9.84,-2.12,37.15,22.05,10.67,-2.12
02193340,11,13.41468939,28.24,19.5,4.74,-7.6,28.24,19.5,4.68,-7.6
02193340,12,11.98769062,25.76,18.72,-4.91,-16.27,25.76,18.72,-0.42,-9.83
02196000,1,12.61675953,26.18,15.89,-3.44,-19.05,26.18,15.89,-1.79,-12.44
02196000,2,13.61640386,27.21,13.47,-1.44,-13.1,27.21,17.43,-1.44,-13.1
02196000,3,14.59217742,30.62,16.53,3.01,-9.1,30.62,17.1,3.01,-9.1
02196000,4,15.11876515,33.78,17.95,8.74,-3.8,33.23,20.01,8.74,-3.8
02196000,5,14.155,35.25,21.24,9.2,1.28,36.25,21.74,9.2,3.12
02196000,6,12.9772803,39.08,23.54,18.79,7.09,41.43,23.79,18.61,9.45
02196000,7,12.55080645,40.22,24.68,21.47,13.21,40.84,24.68,21.47,13.82
02196000,8,12.13358504,41.05,24.29,18.92,12.44,40.65,24.29,19.93,12.44
02196000,9,12.62442424,36.84,22.56,15.52,5.33,36.84,22.88,16.27,5.51
02196000,10,13.89388563,33.94,21.12,10.28,-2.58,37.13,22.62,10.28,-2.58
02196000,11,13.92035606,28.86,18.99,6.07,-6.79,28.86,20.34,4.95,-6.79
02196000,12,12.58830279,25.82,18.2,-4.51,-15.2,25.82,18.57,1.48,-10.22
02198100,1,12.91272727,26.51,17.5,-2.48,-19.03,26.51,17.5,-1.33,-10.64
02198100,2,13.69595334,28.46,16.09,0.6,-11.33,28.47,16.98,0.6,-11.33
02198100,3,14.40171554,31.55,17.63,6.13,-7.5,31.55,17.46,3.77,-7.5
02198100,4,14.9779697,34.4,19.17,10.18,-2.67,33.5,20.8,9.62,-2.67
02198100,5,14.09739736,35.74,22.58,11.82,4.86,37.44,22.58,11.82,5.25
02198100,6,12.72499242,39.39,24.22,19.91,8.16,40.76,24.22,19.91,11.71
02198100,7,12.23345308,40.17,24.58,22.77,14.34,39.61,24.56,22.77,14.93
02198100,8,11.77461877,40.48,24.88,18.22,13.29,40.48,25.25,21.4,13.83
02198100,9,12.26315152,37.56,22.84,17.16,5.88,37.56,23.65,17.16,6.57
02198100,10,13.74605572,34.17,22.08,13.25,-2.05,37.51,23.51,13.3,-2.05
02198100,11,14.10632576,29.34,20.85,7.41,-6.73,29.09,21.15,5.93,-7.22
02198100,12,12.92505865,26.94,18.35,-2.11,-13.73,26.96,19.54,2.97,-8.6
02202500,1,12.69969208,26.25,17.16,-2.81,-18.65,26.25,17.16,-0.72,-10.8
02202500,2,13.47596138,27.96,14.95,-0.07,-11.41,27.85,16.96,-0.07,-11.41
02202500,3,14.22159091,31.07,17.46,5.68,-7.3,31.07,17.25,5.39,-7.3
02202500,4,14.72891667,34.69,19.44,10.78,-2.32,32.99,20.72,10.78,-2.32
02202500,5,13.86460411,35.5,22.2,12.06,4.31,37.17,22.28,12.06,5.5
02202500,6,12.51514394,38.55,23.86,20,8.99,40.51,23.86,20,12.41
02202500,7,12.06093842,40.07,24.61,23.41,15.03,39.61,24.6,23.41,15.22
02202500,8,11.57688416,40.07,24.82,18.63,13.7,39.61,24.82,23.39,14.17
02202500,9,12.00410606,37.11,22.5,17.07,6.97,37.11,23.28,17.07,7.66
02202500,10,13.42049853,34.03,22,12.4,-1.37,36.79,23.43,13.19,-1.37
02202500,11,13.75829545,29,19.83,8.32,-5.98,29,20.96,6.81,-6.33
02202500,12,12.62682918,26.56,18.44,-2.55,-14.08,26.56,19.3,2.96,-8.18
02202600,1,12.47642962,27.18,17.29,-2.04,-17.5,27.18,18.55,0.6,-9.07
02202600,2,13.11058729,28.45,17.1,0.67,-9.6,28.83,16.58,0.67,-9.6
02202600,3,13.66837243,31.09,18.43,6.04,-5.89,31.4,18.34,6.04,-5.89
02202600,4,14.06106061,35.05,20.09,11.55,-1.46,33.47,21.58,11.55,-1.46
02202600,5,13.24197214,36.01,22.78,14.27,6.19,37.84,23.05,14.27,6.54
02202600,6,11.82104545,38.59,25.26,20.25,9.84,38.59,25.26,20.25,12.79
02202600,7,11.47841642,40.41,26.1,25.23,16.35,39.18,25.04,25.23,16.35
02202600,8,10.88058651,39.55,25.31,18.32,13.55,38.54,25.31,24.9,15.78
02202600,9,11.03931818,36.22,23.9,18.41,8.28,36.46,24.19,18.41,8.85
02202600,10,12.52634164,34.57,24.32,13.41,-0.18,35.92,24.32,14.68,-0.18
02202600,11,13.12171212,29.68,20.81,8.66,-3.99,29.33,22,8.66,-4.57
02202600,12,12.36105205,27.19,19.45,-1.29,-12.69,27.37,20.45,4.1,-7.23
02212600,1,12.72455279,26.06,17.53,-4.61,-20.02,26.06,17.53,-1.6,-13.1
02212600,2,13.51443282,27.99,15.31,-1.1,-13.61,27.1,16.81,-1.1,-13.61
02212600,3,14.41565249,31.25,16.78,4.34,-8.64,31.25,17.84,4.34,-8.64
02212600,4,15.01382576,34.72,19.5,8.55,-2.96,33.14,20.32,8.55,-2.96
02212600,5,14.10174487,34.84,21.44,12.59,3.88,36.18,21.44,12.59,3.88
02212600,6,12.77644697,38.05,23.42,19.94,8.87,41.55,23.42,19.94,10.91
02212600,7,12.19915689,39.83,24.78,21.83,13.59,41.7,24.78,22.94,13.59
02212600,8,11.79320381,39.74,24.3,18.86,12.91,39.74,24.3,20.62,12.91
02212600,9,12.36301515,36.76,22.33,14.99,6.66,37.3,22.33,16.92,6.76
02212600,10,13.77621701,33.08,21.19,9.28,-2.07,37.31,22.39,9.28,-2.07
02212600,11,14.03434848,28.84,19.37,7.46,-7.89,29.78,20.57,4.59,-7.89
02212600,12,12.52308284,25.97,18.79,-4.76,-15.78,25.97,18.79,0.8,-9.53
02215100,1,12.68222874,26.15,17.53,-1.43,-19.08,26.15,18.23,-1.28,-10.9
02215100,2,13.40305712,28.74,16.63,-0.33,-12.15,27.97,18.43,-0.33,-12.15
02215100,3,14.13211144,31.56,17.41,4.88,-7.17,31.56,17.86,4.88,-7.17
02215100,4,14.62968182,34.63,20.34,10.46,-1.53,32.98,20.6,10.46,-1.45
02215100,5,13.85057918,35.62,22.55,13.47,6.14,37.25,22.55,13.47,6.14
02215100,6,12.45457576,38.66,24.54,20.44,9.65,40.43,24.54,20.44,13.14
02215100,7,11.93696481,39.81,24.65,23.31,15.13,40.4,24.51,23.39,15.13
02215100,8,11.63516862,39.59,25.3,19.78,13.67,39.59,25.3,23.42,15.25
02215100,9,12.19638636,37.35,23.52,16.22,7.01,37.38,23.52,16.22,7.41
02215100,10,13.69140762,34.2,22.03,8.65,-0.99,36.99,23.29,8.65,-0.99
02215100,11,13.86984091,29.58,20.1,8.66,-4.88,29.33,21.36,6.91,-7.22
02215100,12,12.58335411,26.69,17.39,-1.27,-12.59,26.58,18.78,1.8,-8.62
02216180,1,12.76468475,26.45,17.82,-1.07,-18.35,26.45,18.31,-0.45,-10.18
02216180,2,13.46296862,28.67,15.78,1.14,-11.21,28.63,19.04,1.14,-11.21
02216180,3,14.16123167,31.26,17.83,6.29,-7.12,31.26,17.88,6.29,-7.12
02216180,4,14.62906818,34.93,20.38,11.71,-1.27,33.36,20.95,11.94,-1.27
02216180,5,13.94856305,35.5,22.92,13.11,6.26,37.48,22.92,13.11,6.9
02216180,6,12.49203788,39.16,24.49,20.38,9.02,39.04,24.49,20.38,13.14
02216180,7,12.01062317,40.22,25.17,22.74,15.64,39.38,24.79,22.74,15.64
02216180,8,11.6348827,39.03,24.98,20.23,13.69,39.03,24.98,26.06,15.76
02216180,9,12.09387879,37.44,23.56,16.81,7.09,37.29,23.56,16.81,7.26
02216180,10,13.52766862,34.25,22.68,12.26,-1,36.42,23.46,12.26,-1
02216180,11,13.84368182,30.01,19.78,9.11,-4.83,30.01,22.23,7.72,-6.81
02216180,12,12.73203812,27.04,17.78,-2.41,-13.33,27.39,19.87,2.82,-7.67
02217500,1,11.33733138,25.37,16.21,-6.18,-20.77,25.37,16.21,-2.59,-15.08
02217500,2,12.19748994,25.32,13.93,-2.94,-14.72,26.47,15.66,-3.3,-14.72
02217500,3,13.25845308,30.56,15.8,1.06,-10.05,30.56,16.54,1.06,-10.05
02217500,4,13.97096212,33.81,17.92,6.99,-3.22,31.6,18.62,6.99,-3.1
02217500,5,13.04549853,33.74,21.15,10.37,2.5,34.44,21.34,10.37,3.04
02217500,6,12.03096212,37.24,23.68,16.92,7.82,40.17,23.68,16.92,8.56
02217500,7,11.5891349,38.94,24.13,21.35,13.63,40.07,23.63,21.48,13.63
02217500,8,11.27872434,39.57,23.68,18.12,12.74,38.41,23.68,19.07,12.74
02217500,9,11.61535606,35.21,21.92,15.61,4.82,36.13,22.42,15.61,6
02217500,10,12.72300587,31.57,20.68,7.45,-2.1,36.38,21.77,7.45,-2.1
02217500,11,12.67043182,27.75,19.2,4.73,-8.35,27.85,19.2,2.57,-8.35
02217500,12,11.13853006,24.77,19.2,-6.24,-17.55,24.77,19.2,-1.78,-10.98
02221525,1,12.47625367,26,17.42,-5.29,-20.09,26,17.42,-1.82,-13.53
02221525,2,13.28753821,27.5,14.96,-1.34,-13.66,27.15,16.31,-1.34,-13.66
02221525,3,14.22191349,31.05,16.58,3.6,-9.01,31.05,17.8,3.6,-9.01
02221525,4,14.83220455,34.6,19.06,8.2,-3.12,32.95,20.09,8.2,-3.12
02221525,5,13.94382698,34.56,21.41,12.26,3.68,35.95,21.41,12.26,3.69
02221525,6,12.69156818,37.83,23.04,19.36,8.74,41.55,23.04,19.36,10.44
02221525,7,12.15563783,39.76,24.54,21.49,13.35,41.62,24.54,23.08,13.35
02221525,8,11.73927419,39.79,24.24,19.17,12.77,39.55,24.24,20.16,12.77
02221525,9,12.27047727,36.35,22.38,14.98,6.01,36.91,22.38,16.72,6.56
02221525,10,13.58651026,32.93,20.99,9.52,-2.2,37.08,22.07,9.52,-2.2
02221525,11,13.77974242,28.49,19.36,6.77,-8.09,29.61,20.19,4.21,-8.09
02221525,12,12.27779692,25.87,19.15,-5.75,-16.51,25.87,19.15,0.46,-9.78
02228000,1,12.9918695,26.98,17.52,-1.59,-16.88,26.98,17.72,0.45,-9.31
02228000,2,13.48833467,28.67,16.43,2.46,-10.3,28.82,18.61,2.46,-10.3
02228000,3,14.0938783,30.58,17.84,6.6,-5.82,31.26,18.28,6.6,-5.82
02228000,4,14.49881061,35.06,20.03,13.15,-1.31,33.42,21.22,13.15,-1.31
02228000,5,13.80269062,35.82,22.62,16.06,6.57,37.42,22.72,16.06,7.34
02228000,6,12.20565152,38.52,24.32,21.59,8.8,38.06,24.32,21.59,13.94
02228000,7,11.80584311,39.84,25.04,26.31,16.08,38.88,24.83,26.61,16.08
02228000,8,11.28560117,38.76,24.9,22.02,15.08,38.76,24.9,26.1,15.91
02228000,9,11.48756061,36.66,24.22,20.12,7.84,36.65,24.22,20.09,9.74
02228000,10,12.99228739,34.56,22.87,13.91,0.65,35.2,23.74,13.91,0.65
02228000,11,13.55990909,30.22,20.64,10.24,-3.29,30.3,23.09,9.02,-5.34
02228000,12,12.80769428,27.43,18.1,-1.72,-12.35,28.01,20.16,4.56,-7.01
02231000,1,13.38861437,27.8,18.46,0.21,-14.16,28.01,18.46,3.35,-7.58
02231000,2,13.66646822,29.83,17.54,4.64,-8.58,30.12,18.78,4.64,-8.58
02231000,3,14.12903959,31.22,20.16,8.05,-3.7,32.53,20.16,8.22,-3.7
02231000,4,14.31698485,34.38,21.32,13.67,0.59,34.12,21.5,14.31,1.1
02231000,5,13.67377566,36.13,22.72,18.51,5.83,37.33,22.72,18.51,5.83
02231000,6,11.87665152,38.78,24.81,22.94,8.46,38.75,24.81,22.94,14.01
02231000,7,11.43795455,38.57,24.72,26.25,16.63,38.35,24.73,27.49,16.63
02231000,8,10.89271994,38.76,25.49,25.47,16.29,38.76,25.49,25.47,16.29
02231000,9,10.84765909,36.02,25.35,23.45,8.98,36.04,25.35,23.14,10.66
02231000,10,12.29633431,34.24,23.88,15.38,0.92,33.75,24.53,15.38,0.92
02231000,11,13.1004697,31,22.1,8.33,-3.83,31.41,23.44,11.51,-3.83
02231000,12,12.93846408,28.79,19.49,-0.81,-10.75,29.13,20.3,5.96,-6.62
02231342,1,12.70959677,29.99,20.76,5.51,-5.95,29.99,20.76,5.51,-2.96
02231342,2,12.7467498,30.51,19.28,11.81,-2.31,31.11,20.16,11.81,-1.6
02231342,3,12.73519795,32.97,22.03,13.49,-0.47,32.97,22.03,13.99,0.91
02231342,4,12.52364394,33.55,22.98,16.61,4.38,35.65,22.98,20.04,4.83
02231342,5,11.74002933,35.55,23.46,22.38,7.74,35.55,23.46,22.38,7.74
02231342,6,10.44791667,37.09,25,26.4,13.21,36.62,25,26.72,17.12
02231342,7,10.316261,36.9,25.69,26.62,17.29,36.9,25.69,26.62,19.65
02231342,8,10.03524927,36.22,25.68,26.31,19.18,36.22,26.16,26.31,19.18
02231342,9,9.482651515,34.71,26.16,25.75,16.78,34.71,26.16,25.75,16.78
02231342,10,10.0519868,34.48,24.79,18.57,5.9,34.48,24.87,18.57,5.9
02231342,11,10.96838636,31.78,22.86,16.35,1.87,31.81,23.19,15.88,2.51
02231342,12,11.73312317,30.06,21.24,6.53,-5.5,30.63,21.61,10.32,-3.13
02235200,1,12.72848974,29.58,20.32,3.6,-9.17,28.74,20.32,3.6,-4.68
02235200,2,12.91930813,30.55,18.73,9.03,-4.15,30.85,20.03,9.03,-4.15
02235200,3,13.19589443,32.35,21.44,10.07,-0.49,33.11,21.44,10.94,-0.75
02235200,4,13.09932576,33.55,22.44,16.26,2.19,34.75,22.64,16.26,3.19
02235200,5,12.42308651,36.23,22.9,20.37,7.52,36.33,23.43,20.37,7.52
02235200,6,10.71963636,37.53,26.21,25.71,11.84,37.4,26.21,25.71,16.22
