SITENO,TOT_SILTAVE,TOT_CLAYAVE,TOT_SANDAVE,TOT_NO10AVE,TOT_NO200AVE,TOT_NO4AVE,TOT_OM,TOT_PERMAVE,TOT_ROCKDEP,TOT_BDAVE,TOT_AWCAVE,TOT_WTDEP,TOT_SALINAVE,TOT_pH,TOT_HGA,TOT_HGAC,TOT_HGAD,TOT_HGB,TOT_HGBC,TOT_HGBD,TOT_HGC,TOT_HGCD,TOT_HGD,TOT_HGVAR,TOT_KFACT,TOT_KFACT_UP
01013500,62.8,14.76,22.44,70.27,54.54,77.93,5.3,1.47,48.21,1.22,0.22,2.87,0,5.45,0.75,0,0.05,12.65,0,0,44.19,17.33,25.03,0,0.32,0.22
01022500,46.16,9.13,44.71,71.64,41.02,78.52,6.74,5.07,56.51,1.35,0.14,2.98,0,5.45,22.07,0,0,10.4,0,0,44.11,4.67,18.75,0,0.27,0.19
01030500,61.53,13.28,25.19,70.81,53.03,78.43,8.2,2.32,51.77,1.2,0.22,2.54,0,5.45,2.53,0,0.19,19.87,0,0,38.42,12.07,26.93,0,0.32,0.22
01031500,59.82,11.16,29.02,73.29,52.14,80.14,6.76,2.42,47.68,1.28,0.21,2.97,0,5.34,4.47,0,0,14.2,0,0,41.66,16.84,22.83,0,0.32,0.22
01047000,51.64,6.96,41.4,74.5,43.68,81.69,2.76,3.29,49.56,1.39,0.16,3.21,0,5.29,9.46,0,0,8.94,0,0,59.1,14.49,8.02,0,0.28,0.19
01048000,50.85,6.86,42.29,76.07,43.86,83.81,1.98,2.82,53.94,1.47,0.15,2.8,0,5.32,7.37,0,0,7.5,0,0,71.17,9.4,4.55,0,0.28,0.2
01052500,61.62,7.28,31.1,71.24,49.48,76.27,2.62,2.42,51.73,1.28,0.18,4.03,0,5.12,5.51,0,0,8.61,0,0,66.82,5.42,13.64,0,0.32,0.24
01054200,50.27,6.11,43.61,74.1,41.83,81.44,1.33,2.83,50.53,1.38,0.14,4.14,0,4.88,7,0,0,17.4,0,0,57.52,14.39,3.7,0,0.3,0.21
01055000,53.14,7.07,39.78,74.1,44.58,81.34,3.16,2.93,46.33,1.34,0.17,3.32,0,5.24,7.78,0,0,8.24,0,0,55.85,18.37,9.76,0,0.29,0.19
01055500,39.29,4.55,56.16,73.22,31.59,80.85,1.86,5.03,56.72,1.43,0.1,3.06,0,5.45,17.85,0,0,11.14,0,0,60.45,5.96,4.6,0,0.25,0.2
01057000,42.02,4.55,53.44,70.6,32.69,78.74,2.07,4.12,54.76,1.4,0.11,3.38,0,5.41,15.45,0,0,13.59,0,0,59.19,8.2,3.58,0,0.25,0.19
01060000,49.88,20.78,29.34,85.42,62.86,89.72,4.45,3.56,55.44,1.28,0.19,2.34,1629.23,5.74,10.55,0,0.1,2.69,0,0,44.14,9.42,33.1,0,0.36,0.26
01064500,44.87,5.16,49.97,70.05,35.32,76.99,1.87,5.49,51.07,1.32,0.13,4.49,0,5.04,24.78,0,0.5,16.76,0,0,39.49,12.17,6.3,0,0.28,0.2
01073000,40.79,9.36,49.85,77.43,39.09,83.86,0.89,5.98,52.22,1.42,0.12,3.94,0,5.3,5.72,0,0.25,43.86,0,0,34.31,10.47,5.38,0,0.28,0.22
01076500,43.69,4.68,51.63,68.35,33.24,75.67,2.36,5.63,47.87,1.3,0.12,4.66,0,5.15,25.6,0,0.58,15.31,0,0,37.59,13.89,7.02,0,0.27,0.2
01078000,40.48,4.36,55.16,69.47,31.16,77.03,2.7,5.93,53.52,1.35,0.11,4.44,0,5.17,24.34,0,2.06,23.62,0,0,35.55,8.6,5.84,0,0.25,0.2
01118300,45.21,5.38,49.42,71.67,36.27,77.72,2.73,5.2,54.83,1.42,0.12,4.31,0,5.15,0.86,0,3.02,66.39,0,0,22.8,6.87,0,0.06,0.28,0.2
01121000,45.11,6,48.89,71.9,36.91,77.99,3.13,4.5,54.35,1.4,0.13,3.8,0,5.23,5.49,0,3.45,41.48,0,0,41.82,6.99,0.44,0.33,0.28,0.21
01123000,44.21,5.91,49.89,71.48,36.1,77.99,3.33,4.76,56.62,1.39,0.12,3.48,0,5.23,9.47,0,3.75,32.09,0,0,49.92,4.21,0,0.57,0.28,0.21
01127000,43.4,5.59,51.02,71.21,35.17,77.82,2.37,5.23,54.24,1.38,0.12,3.76,0,5.23,10.98,0,2.48,34.5,0,0,37.05,7.9,6.46,0.63,0.28,0.21
01134500,51.66,6.5,41.84,76.96,44.75,83.19,1.12,2.35,44.61,1.29,0.16,3.92,0,5.15,0,0,0,2.62,0,0,71.36,5.18,20.83,0,0.39,0.32
01137500,48.7,6.27,45.02,72.41,40.16,78.06,2.79,4.41,46.41,1.22,0.18,4.56,0,4.93,19.99,0,0.73,8.22,0,0,46.51,13.32,11.23,0,0.32,0.24
01139000,50.83,7.03,42.14,81.04,46.86,87.24,3.59,2.57,52.11,1.3,0.14,3.63,0,6.01,2.97,0,0,35.04,0,0,35.03,0,26.96,0,0.3,0.25
01139800,49.57,7.02,43.4,81.34,46.01,87.34,1.82,2.79,49.22,1.32,0.14,4.34,0,5.97,3.39,0,0,42.89,0,0,31.47,0,22.25,0,0.29,0.26
01142500,53.02,7.6,39.38,80.37,48.69,86.71,2.03,2.36,49.35,1.33,0.14,3.65,0,5.9,3.26,0,0,29.14,0,0,43.36,1.39,22.86,0,0.31,0.27
01144000,52.11,6.88,41.02,78.73,46.37,85.04,1.38,2.67,46.93,1.32,0.15,4.09,0,5.51,3.86,0,0,20.92,0,0,54.61,6.07,14.55,0,0.33,0.28
01162500,40.17,3.99,55.84,69.81,30.86,78.51,5.6,3.8,56.1,1.36,0.1,3.74,0,5.27,6.83,0,1.09,29.02,0,0,50.94,4.17,7.95,0,0.26,0.19
01169000,54.08,6.12,39.8,74.5,44.85,81.79,1.06,2.38,46.69,1.43,0.14,3.95,0,5.1,1.54,0,0,13.66,0,0,63.48,14.67,6.65,0,0.33,0.25
01170100,52.82,6.03,41.14,74.37,43.78,81.69,1,2.91,45.09,1.34,0.14,4.81,0,5.01,2.38,0,0,24.76,0,0,54.48,12.6,5.77,0,0.31,0.24
01181000,52.47,6.01,41.51,74.79,43.76,82.95,1.69,2.51,45.76,1.43,0.13,3.89,0,4.98,2.23,0,0.01,8.72,0,0,64.15,17.12,7.77,0,0.29,0.2
01187300,50.98,6.05,42.96,74.11,42.29,81.44,1.82,2.77,44.31,1.43,0.13,4.07,0,5.2,0.93,0,0.75,26.84,0,0,44.66,19.74,7.09,0,0.31,0.21
01195100,46.23,6.21,47.56,72.81,38.22,78.51,3.18,3.85,54.47,1.41,0.13,3.67,0,5.22,1.32,0,3.37,42.68,0,0,45.23,7.35,0,0.06,0.29,0.21
01197500,53.13,8.77,38.09,71.27,43.97,78.35,2.47,3.17,46.29,1.43,0.13,4.26,0,5.75,2.98,0,1.96,27.6,0,0,47.65,13.97,5.84,0,0.29,0.23
01200000,53.95,8.42,37.63,69.08,42.71,74.76,1.52,3.65,47.69,1.47,0.12,4.86,0,5.75,10.93,0,1.06,30.63,0,0,44.79,8.25,4.34,0,0.3,0.24
01321000,49.15,5.54,45.31,73.07,39.99,80.84,2.71,2.7,43.02,1.3,0.15,4.06,0,5.34,7.48,0,3.32,1.85,0,0,67.02,15.37,4.97,0,0.31,0.21
01333000,57.19,10.79,32.01,65.95,44.22,72.39,1.71,2.63,40.36,1.4,0.13,4.8,0,5.68,2.45,0,1.19,23.08,0,0,45.65,20.82,6.81,0,0.31,0.24
01334500,56.37,9.19,34.43,68.41,44.4,74.77,1.5,2.91,45.38,1.41,0.13,4.46,0,5.66,5.88,0,0.92,21.58,0,0,55.38,10.15,6.1,0,0.33,0.27
01348000,48.49,8.31,43.19,74.42,42.26,80.45,3.47,3.55,49.79,1.38,0.14,3.57,0,5.65,11.98,0,4.02,13.31,0,0.04,57.67,7.72,5.26,0,0.31,0.29
01350000,57.77,13.38,28.86,51.43,36.35,58.32,1.09,1.59,42.73,1.37,0.11,4.4,0,5.06,3.49,0,0,1.82,0,0,74.9,14.26,5.53,0,0.28,0.23
01350080,55.68,14.56,29.74,55.71,39.15,62.63,1.2,1.5,46.9,1.39,0.11,3.9,0,5.14,3.64,0,0,2.36,0,0,80.64,8.96,4.39,0,0.29,0.25
01350140,59.81,14.77,25.44,59.26,44.38,67.51,1.7,1.23,40.27,1.33,0.12,4.3,0,5.15,0,0,0,1.58,0,0,84.11,11.19,3.13,0,0.3,0.26
01365000,59.98,15.27,24.76,47.04,35.37,54.79,0.68,1.2,32.08,1.4,0.1,5.45,0,5.04,0.01,0,0,0,0,0,67.43,24.21,8.35,0,0.27,0.23
01371500,55.8,11.84,32.38,66.03,44.47,73.2,6.24,2.77,51.61,1.37,0.13,3.03,0,5.71,8.22,0,6.79,6.97,0,0.68,64.99,1.84,10.51,0,0.31,0.26
01372500,58.54,8.89,32.56,67.76,45.46,74.04,1.45,2.72,47.2,1.44,0.13,4.58,0,5.63,10.14,0,0.96,38.85,0,0.06,45.03,1.57,3.39,0,0.33,0.26
01411300,21.66,11.43,66.9,84.29,27.82,89.3,2.31,8.13,59.37,1.47,0.11,3.35,82.7,4.62,12.01,0,0,46.15,0,10.26,14.51,9.46,7.6,0,0.24,0.24
01413500,59.21,14.07,26.73,50.58,36.93,58.01,1.18,1.31,40.25,1.39,0.1,4.72,0,5.02,1.17,0,0.15,0.58,0,0,83.99,10.58,3.53,0,0.28,0.24
01414500,60.16,14.46,25.39,49.43,36.82,57.72,0.9,1.22,32.51,1.38,0.1,5.39,0,5,0,0,0,0,0,0,71.52,22.13,6.35,0,0.28,0.23
01415000,59.44,14.19,26.37,51.19,37.55,58.52,2.16,1.22,42.41,1.39,0.1,4.38,0,5.03,0.43,0,1.06,0,0,0,90.88,3.61,4.02,0,0.28,0.24
01421000,58.9,14.31,26.8,50.71,36.98,58.18,1.09,1.33,41.18,1.4,0.1,4.76,0,5.01,1.68,0,0.11,0.85,0,0,87.71,7.42,2.24,0,0.28,0.24
01423000,57.59,13.72,28.68,51.98,36.89,59.08,1.3,1.62,45.35,1.39,0.1,4.35,0,5.02,4.39,0,0.19,2.24,0,0,88.21,3.34,1.63,0,0.28,0.24
01426500,57.7,14.44,27.85,53.06,38.17,60.26,1.26,1.5,45.23,1.4,0.1,4.28,0,5.07,3.36,0,0.11,2.15,0,0,88.86,3.93,1.59,0,0.28,0.25
01434025,60.11,15.25,24.64,46.64,35.15,54.39,0.67,1.21,31.31,1.4,0.1,5.5,0,5.05,0,0,0,0,0,0,65.18,25.76,9.07,0,0.27,0.22
01435000,60.04,15.11,24.86,47.67,35.8,55.38,0.74,1.17,34.35,1.41,0.1,5.34,0,5.02,0,0,0,0,0,0,75.43,18.48,6.09,0,0.28,0.23
01439500,50.66,16.06,33.28,63.68,42.4,71.08,0.9,1.72,56.37,1.43,0.11,2.71,0,5.27,4.65,0,0,6.33,0,1.85,81.7,0.77,4.71,0,0.3,0.23
01440000,48.12,14.11,37.75,60.72,37.84,68.97,2.7,2.93,52.33,1.39,0.11,3.46,0,5.54,6.39,0,2.47,16.43,0,2,48.13,1.03,23.55,0,0.29,0.23
01440400,52.55,17.18,30.27,61.79,43,69.71,0.87,1.17,53.25,1.46,0.11,2.93,0,5.25,1.4,0,0,2.66,0,0.7,89.01,3.42,2.82,0,0.3,0.24
01445000,42.64,11.05,46.36,65.92,35.69,75.18,5.4,4.25,55.32,1.37,0.11,3.25,0,5.82,8.71,0,5.28,27.08,0,3.08,40.38,2.2,13.27,0,0.28,0.24
01445500,44.49,13.15,42.39,66.79,38.91,76.28,4.72,3.87,55.39,1.38,0.11,3.43,0,5.91,6.7,0,4.49,31.68,0,2.58,38.18,2.05,14.31,0,0.3,0.26
01451800,52.58,19.42,27.99,54.36,39.16,60.9,0.91,3.17,34.8,1.38,0.09,5.2,0,5.2,0.66,0,0,14.34,0,29.9,51.17,0,3.93,0,0.3,0.25
01466500,14.98,5.73,79.32,88.45,18.27,92.37,1.85,11.86,60,1.46,0.08,3.58,100,4.53,56.98,0,0,14.58,0,4.55,0,18.98,4.91,0,0.18,0.16
01484100,14.92,14.51,70.47,91.81,27.07,95.07,0.75,9.94,60,1.43,0.09,4.24,0,4.66,54.23,0,0,8.99,0,17.2,13.36,0.63,5.58,0,0.22,0.19
01485500,18.66,11.63,69.71,89.42,27.05,93.11,1.78,7.26,60,1.5,0.1,1.8,248.07,4.59,18.45,0,0,19.63,0,48.13,6.19,1.1,6.49,0,0.21,0.19
01486000,26.45,14.53,58.98,92.2,38.21,95.06,1.38,5.21,60,1.51,0.12,1.32,425.66,4.61,4.95,0,0,17.8,0,41.38,13.64,20.24,2,0,0.24,0.26
01487000,22.6,14.97,62.43,89.07,33.35,93.24,0.62,6.69,60,1.49,0.11,3.48,1.63,4.63,18.81,0,0,28.95,0,24.17,19.9,4.61,3.56,0,0.25,0.24
01491000,23.96,15.42,60.63,88.38,34.8,92.97,0.61,5.67,59.95,1.51,0.12,2.98,70.2,4.6,9.73,0,0,28.94,0,31.21,22.09,5.15,2.88,0,0.25,0.25
01500500,57.08,15.84,27.08,59.24,43.34,65.97,1.88,2.08,47.65,1.37,0.12,3.69,0,5.64,7.47,0,0.25,14.6,0,0.05,65.14,7.22,5.27,0,0.3,0.26
01503000,57.1,16.46,26.44,59.91,44.22,66.57,1.78,2.03,49.17,1.38,0.12,3.45,0,5.66,7.29,0,0.13,12.47,0,0.05,68.23,6.78,5.05,0,0.3,0.26
01510000,60,17.1,22.89,60.44,46.78,66.74,2.06,2.06,49.28,1.33,0.13,3.08,0,5.74,6.89,0,0,7.2,0,0,72.02,7.24,6.65,0,0.31,0.26
01512500,58.44,17.47,24.08,61.03,46.51,67.31,2.29,2.08,49.55,1.35,0.13,3.12,0,5.79,6.5,0,0.41,11.49,0,0.12,67,7.05,7.42,0,0.31,0.26
01516500,56.53,18.26,25.18,61.79,46.29,69.76,1.32,1.11,51.63,1.4,0.12,2.93,0,5.47,0,0,0,0,0,0,97.24,0,2.76,0,0.31,0.24
01518000,57.62,17.63,24.75,62.38,46.86,69.97,1.45,1.49,51.14,1.37,0.12,3.1,0,5.53,2.24,0,0,3.19,0,1.12,91.69,0,1.76,0,0.31,0.24
01518862,59.78,16.54,23.68,60.07,45.8,67.87,1.49,1.29,49.53,1.37,0.12,3.4,0,5.48,0.78,0,0,1.08,0,0.35,97.08,0.61,0.11,0,0.3,0.24
01520000,59.8,16.88,23.32,62.66,47.98,69.88,1.68,1.59,48.61,1.34,0.12,3.35,0,5.58,2.71,0,0,4.46,0,1.13,85.66,3.97,2.06,0,0.31,0.25
01520500,58.91,17.17,23.92,62.18,47.2,69.66,1.53,1.59,49.35,1.35,0.12,3.31,0,5.54,2.75,0,0,4.14,0,1.27,88.39,1.8,1.66,0,0.31,0.24
01531000,59.14,17.27,23.59,61.63,47.14,68.25,1.98,1.95,49.14,1.34,0.13,3.13,0,5.68,5.56,0,0.13,6.67,0,0.43,76.23,5.35,5.62,0,0.31,0.25
01532000,55,18.02,26.99,61.08,44.62,69.2,1.09,1.05,51.43,1.43,0.11,2.98,0,5.35,0,0,0,0.62,0,0,93.34,3.11,2.93,0,0.3,0.24
01534000,54,17.74,28.25,60.79,43.61,68.99,0.95,1.31,50.85,1.44,0.11,3.12,0,5.28,1.9,0,0,2.2,0,0.82,86.74,4.84,3.5,0,0.3,0.25
01539000,54.13,17.9,27.97,61.5,44.26,69.06,1.05,1.86,49.78,1.41,0.11,3.41,0,5.34,3.13,0,0,8,0,5.57,77.67,2.75,2.88,0,0.3,0.25
01541000,54.28,23.54,22.18,68.61,53.83,75.74,0.55,2.89,43.16,1.38,0.12,4.03,0,4.8,5.67,0,0,20.55,0,3.68,64.97,0,5.14,0,0.29,0.3
01541500,52.58,22.46,24.97,67.73,51.23,75.47,0.56,3.69,45.37,1.37,0.12,4.02,0,4.78,6.8,0,0,24.08,0,2.61,61.3,0,5.22,0,0.28,0.27
01542810,52.09,21.92,25.99,65.46,48.29,76.48,0.53,3.08,52.93,1.44,0.11,4.08,0,5.08,0,0,0,57.2,0,0.32,42.48,0,0,0,0.29,0.25
01543000,51.73,22.4,25.87,64.48,47.71,76.09,0.52,2.84,53.21,1.44,0.1,3.91,0,4.97,0,0,0,53.54,0,0.17,46.29,0,0,0,0.28,0.24
01543500,51.6,22.19,26.21,65.55,48.32,76.45,0.52,3.04,52.31,1.43,0.1,3.87,0,4.88,0.46,0,0,47.91,0,0.23,50.96,0,0.44,0,0.28,0.24
01544500,50.74,20.15,29.12,66.21,46.91,76.46,0.54,4.12,51,1.4,0.1,4.18,0,4.92,0.85,0,0,50.2,0,0.51,48.43,0,0.01,0,0.27,0.24
01545600,47.27,17.3,35.44,60.56,39.14,71.13,0.59,7.08,45.73,1.38,0.1,4.78,0,4.64,19,0,0,46.23,0,0.02,34.75,0,0,0,0.23,0.2
01547700,51.5,19.4,29.07,57.64,40.82,67.77,0.67,4.5,38.69,1.41,0.1,5.33,0,5.14,6.89,0,0,32.22,0,9.19,49.89,0,1.81,0,0.27,0.22
01548500,57.18,17.92,24.91,60.61,45.38,69.41,1.06,2.01,48.28,1.39,0.11,3.81,0,5.28,1.7,0,0,13.98,0,0.52,83.24,0,0.55,0,0.3,0.24
01549500,53.74,18.66,27.61,60.16,43.54,69.05,0.77,1.15,50.8,1.45,0.11,3.22,0,5.26,0.28,0,0,1.63,0,0.27,93.44,0,4.39,0,0.3,0.25
01550000,57.63,17.98,24.39,58.37,44.05,67.25,0.95,1.12,46.97,1.4,0.11,3.61,0,5.29,0,0,0,0,0,0,97.69,0,2.31,0,0.31,0.24
01552000,53.51,17.97,28.53,59.98,42.83,68.65,0.79,1.41,50.22,1.45,0.11,3.27,0,5.19,1.61,0,0,3.29,0,0.11,88.05,3.45,3.48,0,0.3,0.24
01552500,53.57,17.97,28.46,60.46,43.25,68.82,0.86,0.99,51.39,1.46,0.11,3.03,0,5.24,0,0,0,0.94,0,0,90.94,4.69,3.44,0,0.3,0.25
01556000,48.27,20.48,31.24,64.89,44.94,73.18,0.63,4.7,48.17,1.39,0.11,5.12,0,5.11,10.67,0,0,47.11,0,7.99,32.71,0,1.53,0,0.26,0.23
01557500,50.24,18.61,31.15,57.72,39.66,67.13,0.7,5.14,39.78,1.39,0.1,5.15,0,4.97,10.1,0,0,32.12,0,11.06,44.99,0,1.72,0,0.26,0.22
01558000,49.02,20.42,30.56,63.45,44.53,72.17,0.64,5.08,46.58,1.39,0.11,5.11,0,5.05,11.4,0,0,44.98,0,6.9,35.36,0,1.36,0,0.26,0.23
01559000,48.18,22.2,29.62,66.97,47.73,74.97,0.62,4.55,49.83,1.39,0.11,5.16,0,5.2,10.03,0,0,49.8,0,6.37,32.42,0,1.38,0,0.26,0.24
01560000,51.43,21.51,27.05,58.91,43.02,67.33,0.73,3.36,39.94,1.41,0.1,5.33,0,5.27,5.87,0,0,28.53,0,15.46,47.8,0,2.34,0,0.28,0.24
01562000,50.47,21.59,27.94,61.65,44.83,70.14,0.69,4.13,43.56,1.4,0.11,5.25,0,5.19,8.34,0,0,37.78,0,10.77,41.36,0,1.75,0,0.27,0.24
01567000,49.23,21.3,29.47,62.53,44.42,70.82,0.67,4.52,45.52,1.39,0.11,5.13,0,5.16,11.05,0,0,37.56,0,9.69,40.09,0,1.62,0,0.26,0.23
01567500,51.77,26.28,21.91,60.71,48,69.96,0.55,2.39,57.03,1.45,0.12,4.97,0,5.22,27.13,0,0,26.82,0,3.01,42.11,0,0.93,0,0.26,0.24
01568000,49.32,19.97,30.71,59.62,41.39,68.68,0.64,4.98,47.96,1.4,0.1,4.88,0,4.98,21.07,0,0,31.92,0,7.19,38.6,0,1.21,0,0.26,0.22
01574000,49.74,21.82,28.44,68.4,49.34,76.41,0.59,1.93,51.72,1.43,0.12,4.6,0,5.3,2.88,0,0,51.43,0,2.8,35.61,0,7.29,0,0.3,0.3
01580000,52.85,18.59,28.56,78.26,55.94,82.79,0.5,1.79,58.66,1.37,0.14,5.15,0,5.15,5.99,0,0,75.91,0,0,10.95,0,7.14,0,0.44,0.33
01583500,53.25,18.9,27.85,76.4,55.12,81.28,0.5,1.89,59.11,1.37,0.14,5.3,0,5.28,4.81,0,0,79.01,0,0,11.64,0,4.54,0,0.43,0.34
01586610,49.96,18.55,31.5,71.13,49.09,75.81,0.49,2.04,54.53,1.35,0.14,5.33,0,5.13,18.59,0,0,66.07,0,0,11.24,0,4.1,0,0.41,0.33
01591400,53.1,19.45,27.45,79.66,57.81,83.71,0.48,1.63,58.2,1.38,0.13,5.02,0,5.18,6,0,0,74.49,0,0,9.49,0,10.02,0,0.43,0.32
01594950,52.76,21.1,26.15,62.24,45.97,71.09,0.48,5.02,38.3,1.37,0.11,4.87,0,4.68,34.07,0,0,0.02,0,0,60.92,0,4.99,0,0.27,0.23
01595000,52.81,20.9,26.28,61.95,45.68,70.78,0.49,5.12,38.21,1.37,0.11,4.88,0,4.68,35.03,0,0,0.08,0,0,59.92,0,4.98,0,0.27,0.23
01596500,51.73,18.46,29.82,62.8,44.1,73.24,0.68,5.81,40.08,1.39,0.11,4.97,0,4.83,27.81,0,0,15.57,0,0.87,51.33,0,4.43,0,0.27,0.21
01605500,45.97,20.77,33.26,61.47,41.44,70.47,0.66,5.87,38.08,1.39,0.11,5.56,0,5.17,13.69,0,0,34.08,0,1.27,45.66,0,5.3,0,0.25,0.22
01606500,48.49,21.31,30.2,62.47,43.9,71.1,0.7,5.14,40.19,1.4,0.11,5.46,0,5.18,17.37,0,0,26.66,0,2.07,52.04,0,1.86,0,0.26,0.22
01608500,48.75,20.28,30.97,60.77,42.23,69,0.76,4.8,39.25,1.39,0.1,5.35,0,5.21,14.32,0,0,21.46,0,7.76,54.6,0,1.85,0,0.27,0.23
01610000,49.79,20.25,29.96,60.1,42.35,68.44,0.74,4.72,38.5,1.39,0.1,5.29,0,5.09,16.07,0,0,18.08,0,8.31,55.35,0,2.19,0,0.27,0.23
01611500,47.27,17.55,35.18,56.97,36.99,65.26,0.79,5.97,35.18,1.38,0.09,5.56,0,5.09,13.69,0,0,14.67,0,10.23,59.46,0,1.95,0,0.27,0.21
01613050,47.61,15.83,36.55,55.26,35.09,64.92,0.74,7.07,37.41,1.36,0.09,5.35,0,4.79,11.05,0,0,23.72,0,5.96,58.92,0,0.34,0,0.24,0.19
01620500,46.05,18.74,35.21,61.63,40.23,69.27,0.69,5.16,39.01,1.42,0.1,5.38,0,5.15,0.76,0,0,45.55,0,6.61,39.44,0,7.64,0,0.27,0.22
01628500,40.76,34.87,24.36,73.81,57.04,79.69,0.56,3.08,45.99,1.4,0.12,5.56,0,5.45,0.35,0,0,55.47,0,3.15,36.93,0,4.1,0,0.28,0.28
01631000,42.52,31.76,25.71,71.82,54.4,78.15,0.57,3.31,45.13,1.41,0.12,5.54,0,5.4,0.35,0,0,53.07,0,3.3,38.58,0,4.71,0,0.28,0.27
01632000,47.83,18.52,33.65,56.02,37.22,63.23,0.84,4.5,32.69,1.38,0.09,5.64,0,5.1,1.91,0,0,24.47,0,17.72,52.06,0,3.84,0,0.28,0.22
01632900,36.14,40.4,23.46,74.82,58.94,80.43,0.43,3.2,41.51,1.38,0.12,5.86,0,5.61,0.13,0,0,52.12,0,1.14,40.8,0,5.8,0,0.27,0.29
01634000,42.56,31.78,25.66,68.81,52.56,74.86,0.63,3.28,41.34,1.39,0.11,5.62,0,5.46,0.72,0,0,42.41,0,8.68,44.03,0,4.15,0,0.28,0.27
01634500,48.1,20.41,31.48,57.96,39.99,64.81,0.71,4.45,35.74,1.38,0.1,5.47,0,5.12,0,0,0,34.68,0,17.28,40.55,0,7.48,0,0.28,0.23
01638480,39.79,26.38,33.82,80.31,52.77,85.39,0.58,3.14,53.57,1.36,0.14,5.78,0,4.98,0,0,0,76.48,0,0,22.11,0,1.4,0,0.23,0.2
01639500,45.14,20.55,34.31,60.4,40.1,65.63,0.47,2.21,44.69,1.35,0.11,5.18,0,5.15,36.15,0,0,39.54,0,1.24,18.26,0,4.8,0,0.32,0.3
01643000,45.87,22.2,31.93,64.07,44.25,70.8,0.51,2.13,48.46,1.39,0.12,5.02,0,5.22,19.86,0,0,47.35,0,1.83,25.77,0,5.19,0,0.3,0.29
01644000,40.97,26.74,32.29,79.87,53.57,85.09,0.57,3.06,52.41,1.36,0.14,5.83,0,5.08,0,0,0,73.88,0,0,22.68,0.16,3.28,0,0.25,0.23
01649500,43.88,21.77,34.36,83.09,54.55,88.44,1.12,2.94,56.77,1.41,0.15,4.07,43.42,4.74,2.55,0,0,41.4,0,0.12,33.27,3.22,19.43,0,0.33,0.32
01658500,33.35,28.13,38.48,82.24,50.58,91.83,0.32,2.44,56.98,1.35,0.12,5.55,0,4.96,0,0,0,96.21,0,0,1.66,0.14,1.98,0,0.26,0.29
01663500,43.28,24.92,31.8,78.03,52.65,84.45,0.53,2.99,49.45,1.35,0.14,5.65,0,5.17,0,0,0,58.77,0,0,35.84,0,5.4,0,0.26,0.26
01664000,43.12,25,31.87,77.99,52.56,84.54,0.52,2.97,49.29,1.35,0.14,5.65,0,5.15,0,0,0,58.99,0,0,35.49,0.06,5.45,0,0.26,0.26
01666500,42.6,26.66,30.73,80.15,55.13,86.56,0.53,2.77,51.81,1.36,0.14,5.4,0,5.2,0,0,0,52.9,0,0,40.92,0.16,6.01,0,0.26,0.27
01667500,43.2,27.86,28.95,78.81,55.63,85.59,0.51,2.69,50.7,1.37,0.14,5.42,0,5.28,0,0,0,56.3,0,0,37.14,0.2,6.36,0,0.27,0.28
01668000,44.61,26.89,28.5,78.4,55.62,84.88,0.52,2.62,48.59,1.38,0.14,5.3,0,5.22,0,0,0,44.52,0,0,42.48,3.09,9.9,0,0.28,0.3
01669000,28.58,16.13,55.29,89.28,39.92,93.31,0.49,5.17,60,1.43,0.11,5.22,0,4.87,8,0,0,69,0,2,20,0,1,0,0.21,0.2
01669520,29.67,18.11,52.22,90.02,43.25,93.85,1.33,4.78,60,1.42,0.11,4.78,104.6,5.01,7.29,0,0,63.01,0,2.89,18.57,0,8.24,0,0.21,0.21
01672500,38.1,33.34,28.56,85.69,60.52,90.79,0.44,2.02,52.64,1.41,0.14,5.38,0,5.14,0.04,0,0,46.74,0,0.01,41.82,8.71,2.67,0,0.29,0.3
01674500,30.62,22.7,46.69,89.13,47.11,93.03,0.45,4.1,57.54,1.42,0.12,4.96,0,4.99,4.71,0,0,60.55,0,0.92,28.14,3.33,2.35,0,0.25,0.24
02011400,42.21,22.82,34.97,62.31,41.08,70.28,0.53,5.52,37.89,1.4,0.1,5.68,0,5.03,0.26,0,0,53.85,0,2.72,33.79,0,9.38,0,0.25,0.23
02011460,44.15,20.6,35.24,60.77,39.65,68.84,0.61,5.69,35.37,1.4,0.1,5.7,0,5.04,1.93,0,0,45.36,0,4.03,40.18,0,8.5,0,0.25,0.21
02013000,43.07,21.78,35.15,60.63,39.88,68.14,0.57,5.46,36.25,1.39,0.1,5.75,0,5.02,0.7,0,0,49.17,0,6.23,35.46,0,8.43,0,0.26,0.22
02014000,42.58,22.16,35.26,62.49,41.03,70.3,0.54,5.43,39.51,1.41,0.1,5.59,0,5.03,0.29,0,0,55.21,0,3.63,31.82,0,9.04,0,0.26,0.22
02015700,43.04,19.21,37.74,60.15,37.71,68.29,0.51,6.35,34.69,1.4,0.1,5.74,0,4.98,0,0,0,54,0,1.11,33.01,0,11.87,0,0.24,0.21
02016000,44.54,19.78,35.69,58.13,37.47,65.98,0.66,5.32,34.78,1.39,0.1,5.7,0,5.01,1,0,0,40.86,0,9.5,41.28,0,7.36,0,0.26,0.22
02017500,43.67,20.94,35.41,62.69,41.01,70.46,0.58,5.45,39.73,1.41,0.11,5.5,0,5.07,0.33,0,0,53.87,0,3.57,33.15,0,9.08,0,0.26,0.22
